Mã,Tên,Tên Tiếng Anh,Cấp,Mã TP,Tình/ Thành Phố,Nghị định
01,Thành phố Hà Nội,,Thành phố Trung ương,,,
25063,Xã Bảo Lâm 4,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25084,Xã Bảo Lâm 2,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25093,Xã Bảo Lâm 3,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25099,Xã Đạ Huoai,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25105,Xã Đạ Huoai 2,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25114,Xã Đạ Huoai 3,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25126,Xã Đạ Tẻh,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25135,Xã Đạ Tẻh 3,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25138,Xã Đạ Tẻh 2,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25159,Xã Cát Tiên,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25162,Xã Cát Tiên 3,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
25180,Xã Cát Tiên 2,,Xã,68,Tỉnh Lâm Đồng,Số: 1671/NQ-UBTVQH15; Ngày: 16/06/2025
75,Tỉnh Đồng Nai,,Tỉnh,,,202/2025/QH15 - 12/06/2025
75,Tỉnh Đồng Nai,,Tỉnh,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25195,Phường Bình Phước,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25210,Phường Đồng Xoài,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25217,Phường Phước Long,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25220,Phường Phước Bình,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25222,Xã Bù Gia Mập,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25225,Xã Đăk Ơ,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25231,Xã Đa Kia,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25246,Xã Bình Tân,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25252,Xã Phú Riềng,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25255,Xã Long Hà,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25261,Xã Phú Trung,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25267,Xã Phú Nghĩa,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25270,Xã Lộc Ninh,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25279,Xã Lộc Tấn,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25280,Xã Lộc Thạnh,Loc Thanh commune,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25292,Xã Lộc Quang,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25294,Xã Lộc Thành,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25303,Xã Lộc Hưng,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25308,Xã Thiện Hưng,Thanh Binh town,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25309,Xã Hưng Phước,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25318,Xã Tân Tiến,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25326,Phường Bình Long,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25333,Phường An Lộc,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25345,Xã Tân Hưng,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25349,Xã Minh Đức,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25351,Xã Tân Quan,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25357,Xã Tân Khai,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25363,Xã Đồng Phú,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25378,Xã Tân Lợi,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25387,Xã Thuận Lợi,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25390,Xã Đồng Tâm,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25396,Xã Bù Đăng,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25399,Xã Đak Nhau,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25402,Xã Thọ Sơn,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25405,Xã Bom Bo,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25417,Xã Nghĩa Trung,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25420,Xã Phước Sơn,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25432,Phường Chơn Thành,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25441,Phường Minh Hưng,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25450,Xã Nha Bích,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
25993,Phường Trảng Dài,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26005,Phường Hố Nai,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26017,Phường Tam Hiệp,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26020,Phường Long Bình,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26041,Phường Trấn Biên,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26068,Phường Biên Hòa,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26080,Phường Long Khánh,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26089,Phường Bình Lộc,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26098,Phường Bảo Vinh,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26104,Phường Xuân Lập,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26113,Phường Hàng Gòn,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26116,Xã Tân Phú,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26119,Xã Đak Lua,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26122,Xã Nam Cát Tiên,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26134,Xã Tà Lài,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26158,Xã Phú Lâm,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26170,Xã Trị An,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26173,Xã Phú Lý,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26179,Xã Tân An,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26188,Phường Tân Triều,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26206,Xã Định Quán,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26209,Xã Thanh Sơn,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26215,Xã Phú Vinh,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26221,Xã Phú Hòa,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26227,Xã La Ngà,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26248,Xã Trảng Bom,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26254,Xã Bàu Hàm,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26278,Xã Bình Minh,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26281,Xã Hưng Thịnh,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26296,Xã An Viễn,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26299,Xã Thống Nhất,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26311,Xã Gia Kiệm,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26326,Xã Dầu Giây,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26332,Xã Xuân Quế,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26341,Xã Cẩm Mỹ,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26347,Xã Xuân Đường,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26359,Xã Xuân Đông,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26362,Xã Sông Ray,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26368,Xã Long Thành,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26374,Phường Tam Phước,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26377,Phường Phước Tân,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26380,Phường Long Hưng,,Phường,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26383,Xã An Phước,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26389,Xã Bình An,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26413,Xã Long Phước,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26422,Xã Phước Thái,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26425,Xã Xuân Lộc,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26428,Xã Xuân Bắc,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26434,Xã Xuân Thành,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26446,Xã Xuân Hòa,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26458,Xã Xuân Phú,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26461,Xã Xuân Định,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26485,Xã Nhơn Trạch,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26491,Xã Đại Phước,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
26503,Xã Phước An,,Xã,75,Tỉnh Đồng Nai,Số: 1662/NQ-UBTVQH15; Ngày: 16/06/2025
79,Thành phố Hồ Chí Minh,,Thành phố Trung ương,,,202/2025/QH15 - 12/06/2025
79,Thành phố Hồ Chí Minh,,Thành phố Trung ương,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25747,Phường Thủ Dầu Một,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25750,Phường Phú Lợi,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25760,Phường Bình Dương,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25768,Phường Phú An,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25771,Phường Chánh Hiệp,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25777,Xã Dầu Tiếng,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25780,Xã Minh Thạnh,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25792,Xã Long Hòa,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25807,Xã Thanh An,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25813,Phường Bến Cát,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25819,Xã Trừ Văn Thố,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25822,Xã Bàu Bàng,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25837,Phường Chánh Phú Hòa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25840,Phường Long Nguyên,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25843,Phường Tây Nam,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25846,Phường Thới Hòa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25849,Phường Hòa Lợi,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25858,Xã Phú Giáo,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25864,Xã Phước Thành,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25867,Xã An Long,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25882,Xã Phước Hòa,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25888,Phường Tân Uyên,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25891,Phường Tân Khánh,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25906,Xã Bắc Tân Uyên,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25909,Xã Thường Tân,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25912,Phường Vĩnh Tân,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25915,Phường Bình Cơ,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25920,Phường Tân Hiệp,Tan Hiep Commune,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25942,Phường Dĩ An,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25945,Phường Tân Đông Hiệp,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25951,Phường Đông Hòa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25966,Phường Lái Thiêu,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25969,Phường Thuận Giao,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25975,Phường An Phú,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25978,Phường Thuận An,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
25987,Phường Bình Hòa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26506,Phường Vũng Tàu,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26526,Phường Tam Thắng,Ninh An Nguyên Commune,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26536,Phường Rạch Dừa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26542,Phường Phước Thắng,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26545,Xã Long Sơn,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26560,Phường Bà Rịa,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26566,Phường Long Hương,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26572,Phường Tam Long,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26575,Xã Ngãi Giao,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26584,Xã Xuân Sơn,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26590,Xã Bình Giã,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26596,Xã Châu Đức,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26608,Xã Kim Long,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26617,Xã Nghĩa Thành,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26620,Xã Hồ Tràm,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26632,Xã Xuyên Mộc,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26638,Xã Bàu Lâm,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26641,Xã Hòa Hội,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26647,Xã Hòa Hiệp,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26656,Xã Bình Châu,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26659,Xã Long Điền,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26662,Xã Long Hải,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26680,Xã Đất Đỏ,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26686,Xã Phước Hải,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26704,Phường Phú Mỹ,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26710,Phường Tân Hải,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26713,Phường Tân Phước,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26725,Phường Tân Thành,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26728,Xã Châu Pha,,Xã,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26732,Đặc khu Côn Đảo,,Đặc khu,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26737,Phường Tân Định,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26740,Phường Sài Gòn,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26743,Phường Bến Thành,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26758,Phường Cầu Ông Lãnh,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26767,Phường An Phú Đông,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26773,Phường Thới An,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26782,Phường Tân Thới Hiệp,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26785,Phường Trung Mỹ Tây,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26791,Phường Đông Hưng Thuận,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26800,Phường Linh Xuân,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26803,Phường Tam Bình,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26809,Phường Hiệp Bình,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26824,Phường Thủ Đức,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26833,Phường Long Bình,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26842,Phường Tăng Nhơn Phú,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26848,Phường Phước Long,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26857,Phường Long Phước,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26860,Phường Long Trường,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26876,Phường An Nhơn,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26878,Phường An Hội Đông,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26882,Phường An Hội Tây,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26884,Phường Gò Vấp,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26890,Phường Hạnh Thông,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26898,Phường Thông Tây Hội,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26905,Phường Bình Lợi Trung,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26911,Phường Bình Quới,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
26929,Phường Bình Thạnh,,Phường,79,Thành phố Hồ Chí Minh,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025
